timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1750674998795,673,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-58,,true,,5664,525,10,12,null,0,0,500
1750674998795,673,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-119,text,true,,5664,525,10,12,https://petstore.octoperf.com/actions/Catalog.action,672,0,500
1750674998795,673,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-58,text,true,,5664,525,10,12,https://petstore.octoperf.com/actions/Catalog.action,672,0,500
1750674998896,676,02_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 2- View Details  jp@gc - Ultimate Thread Group 2-29,,true,,5664,525,2,12,null,0,2,502
1750674998897,676,02_Step_1_OpenUrl,200,,Senario 2- View Details  jp@gc - Ultimate Thread Group 2-29,text,true,,5664,525,2,12,https://petstore.octoperf.com/actions/Catalog.action,676,0,502
1750674999287,676,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-57,,true,,5664,525,12,15,null,0,2,502
1750674999288,676,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-57,text,true,,5664,525,12,15,https://petstore.octoperf.com/actions/Catalog.action,676,0,502
1750674999287,682,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-118,,true,,5664,525,12,15,null,0,1,502
1750674999288,682,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-118,text,true,,5664,525,12,15,https://petstore.octoperf.com/actions/Catalog.action,677,0,502
1750674999778,673,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-117,,true,,5664,525,14,17,null,0,1,506
1750674999779,673,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-117,text,true,,5664,525,14,17,https://petstore.octoperf.com/actions/Catalog.action,672,0,506
1750674999778,675,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-56,,true,,5664,525,14,17,null,0,1,506
1750674999779,675,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-56,text,true,,5664,525,14,17,https://petstore.octoperf.com/actions/Catalog.action,674,0,506
1750674999897,676,02_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 2- View Details  jp@gc - Ultimate Thread Group 2-28,,true,,5664,525,3,17,null,0,1,501
1750674999898,676,02_Step_1_OpenUrl,200,,Senario 2- View Details  jp@gc - Ultimate Thread Group 2-28,text,true,,5664,525,3,17,https://petstore.octoperf.com/actions/Catalog.action,675,0,501
1750675000270,677,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-55,,true,,5664,525,16,21,null,0,1,507
1750675000271,677,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-55,text,true,,5664,525,16,21,https://petstore.octoperf.com/actions/Catalog.action,674,0,507
1750675000270,678,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-116,,true,,5664,525,16,21,null,0,2,507
1750675000271,678,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-116,text,true,,5664,525,16,21,https://petstore.octoperf.com/actions/Catalog.action,678,0,507
1750675000761,676,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-115,,true,,5664,525,18,23,null,0,2,507
1750675000762,676,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-115,text,true,,5664,525,18,23,https://petstore.octoperf.com/actions/Catalog.action,676,0,507
1750675000761,677,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-54,,true,,5664,525,18,23,null,0,1,508
1750675000762,677,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-54,text,true,,5664,525,18,23,https://petstore.octoperf.com/actions/Catalog.action,676,0,508
1750675000896,667,02_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 2- View Details  jp@gc - Ultimate Thread Group 2-27,,true,,5664,525,4,23,null,0,1,499
1750675000896,667,02_Step_1_OpenUrl,200,,Senario 2- View Details  jp@gc - Ultimate Thread Group 2-27,text,true,,5664,525,4,23,https://petstore.octoperf.com/actions/Catalog.action,667,0,499
1750675001253,688,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-114,,true,,5664,525,20,26,null,0,1,515
1750675001254,688,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-114,text,true,,5664,525,20,26,https://petstore.octoperf.com/actions/Catalog.action,682,0,515
1750675001253,695,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-53,,true,,5664,525,20,26,null,0,0,525
1750675001253,695,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-53,text,true,,5664,525,20,26,https://petstore.octoperf.com/actions/Catalog.action,690,0,525
1750675001746,679,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-113,,true,,5664,525,22,28,null,0,1,510
1750675001746,679,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-113,text,true,,5664,525,22,28,https://petstore.octoperf.com/actions/Catalog.action,677,0,510
1750675001746,681,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-52,,true,,5664,525,22,28,null,0,0,510
1750675001746,681,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-52,text,true,,5664,525,22,28,https://petstore.octoperf.com/actions/Catalog.action,680,0,510
1750675001897,669,02_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 2- View Details  jp@gc - Ultimate Thread Group 2-26,,true,,5664,525,5,28,null,0,0,498
1750675001897,669,02_Step_1_OpenUrl,200,,Senario 2- View Details  jp@gc - Ultimate Thread Group 2-26,text,true,,5664,525,5,28,https://petstore.octoperf.com/actions/Catalog.action,667,0,498
1750675002236,670,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-51,,true,,5664,525,24,31,null,0,1,497
1750675002237,670,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-51,text,true,,5664,525,24,31,https://petstore.octoperf.com/actions/Catalog.action,669,0,497
1750675002236,674,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-112,,true,,5664,525,24,31,null,0,1,505
1750675002237,674,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-112,text,true,,5664,525,24,31,https://petstore.octoperf.com/actions/Catalog.action,673,0,505
1750675002729,677,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-50,,true,,5664,525,26,33,null,0,2,503
1750675002729,677,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-111,,true,,5664,525,26,33,null,0,2,505
1750675002730,677,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-50,text,true,,5664,525,26,33,https://petstore.octoperf.com/actions/Catalog.action,676,0,503
1750675002730,677,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-111,text,true,,5664,525,26,33,https://petstore.octoperf.com/actions/Catalog.action,676,0,505
1750674998347,176,01_Step_2_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-122,,true,,4081,923,26,33,null,0,5026,0
1750675003372,176,01_Step_2_Search,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-122,text,true,,4081,923,26,33,https://petstore.octoperf.com/actions/Catalog.action,176,0,0
1750675002896,675,02_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 2- View Details  jp@gc - Ultimate Thread Group 2-25,,true,,5664,525,6,33,null,0,0,503
1750675002896,675,02_Step_1_OpenUrl,200,,Senario 2- View Details  jp@gc - Ultimate Thread Group 2-25,text,true,,5664,525,6,33,https://petstore.octoperf.com/actions/Catalog.action,673,0,503
1750674998347,166,01_Step_2_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-61,,true,,3441,923,26,33,null,0,5099,0
1750675003446,166,01_Step_2_Search,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-61,text,true,,3441,923,26,33,https://petstore.octoperf.com/actions/Catalog.action,166,0,0
1750674998505,170,01_Step_2_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-121,,true,,3445,927,28,35,null,0,5058,0
1750675003563,170,01_Step_2_Search,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-121,text,true,,3445,927,28,35,https://petstore.octoperf.com/actions/Catalog.action,170,0,0
1750674998498,171,01_Step_2_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-60,,true,,3441,923,28,35,null,0,5065,0
1750675003563,171,01_Step_2_Search,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-60,text,true,,3441,923,28,35,https://petstore.octoperf.com/actions/Catalog.action,171,0,0
1750674998578,176,02_Step_2_Click_On_Category,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 2- View Details  jp@gc - Ultimate Thread Group 2-30,,true,,4212,630,6,35,null,0,5042,0
1750675003620,176,02_Step_2_ClickOnCategory,200,,Senario 2- View Details  jp@gc - Ultimate Thread Group 2-30,text,true,,4212,630,6,35,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=DOGS,176,0,0
1750675003220,669,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-49,,true,,5664,525,28,35,null,0,0,503
1750675003220,669,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-49,text,true,,5664,525,28,35,https://petstore.octoperf.com/actions/Catalog.action,669,0,503
1750675003221,676,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-110,,true,,5664,525,28,36,null,0,0,506
1750675003221,676,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-110,text,true,,5664,525,28,36,https://petstore.octoperf.com/actions/Catalog.action,675,0,506
1750674998973,167,01_Step_2_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-59,,true,,3442,924,28,36,null,0,5003,0
1750675003975,167,01_Step_2_Search,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-59,text,true,,3442,924,28,36,https://petstore.octoperf.com/actions/Catalog.action,167,0,0
1750675003549,680,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-122,,true,,4986,578,30,38,null,0,2,510
1750675003551,680,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-122,text,true,,4986,578,30,38,https://petstore.octoperf.com/actions/Catalog.action,680,0,510
1750674998975,167,01_Step_2_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-120,,true,,4081,923,30,38,null,0,5101,0
1750675004076,167,01_Step_2_Search,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-120,text,true,,4081,923,30,38,https://petstore.octoperf.com/actions/Catalog.action,167,0,0
1750675003613,672,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-61,,true,,4986,578,30,38,null,0,0,502
1750675003613,672,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-61,text,true,,4986,578,30,38,https://petstore.octoperf.com/actions/Catalog.action,672,0,502
1750675000664,664,03-Step_1_ Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 3 -Add to Cart jp@gc - Ultimate Thread Group 3-8,,true,,5664,525,1,38,null,0,3015,498
1750675003679,664,03-Step_1OpenUrl,200,,Senario 3 -Add to Cart jp@gc - Ultimate Thread Group 3-8,text,true,,5664,525,1,38,https://petstore.octoperf.com/actions/Catalog.action,663,0,498
1750675003712,686,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-109,,true,,5664,525,30,38,null,0,2,513
1750675003713,686,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-109,text,true,,5664,525,30,38,https://petstore.octoperf.com/actions/Catalog.action,681,0,513
1750675003711,688,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-48,,true,,5664,525,30,38,null,0,1,514
1750675003712,688,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-48,text,true,,5664,525,30,38,https://petstore.octoperf.com/actions/Catalog.action,687,0,514
1750675003733,672,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-121,,true,,4990,578,30,38,null,0,1,503
1750675003734,672,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-121,text,true,,4990,578,30,38,https://petstore.octoperf.com/actions/Catalog.action,672,0,503
1750675003735,674,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-60,,true,,4986,578,30,38,null,0,0,504
1750675003735,674,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-60,text,true,,4986,578,30,38,https://petstore.octoperf.com/actions/Catalog.action,673,0,504
1750675003896,675,02_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 2- View Details  jp@gc - Ultimate Thread Group 2-24,,true,,5664,525,7,39,null,0,2,502
1750675003897,675,02_Step_1_OpenUrl,200,,Senario 2- View Details  jp@gc - Ultimate Thread Group 2-24,text,true,,5664,525,7,39,https://petstore.octoperf.com/actions/Catalog.action,674,0,502
1750674999468,170,01_Step_2_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-119,,true,,3441,923,30,39,null,0,5029,0
1750675004497,170,01_Step_2_Search,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-119,text,true,,3441,923,30,39,https://petstore.octoperf.com/actions/Catalog.action,170,0,0
1750674999468,170,01_Step_2_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-58,,true,,3441,923,30,39,null,0,5042,0
1750675004510,170,01_Step_2_Search,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-58,text,true,,3441,923,30,39,https://petstore.octoperf.com/actions/Catalog.action,170,0,0
1750674999574,172,02_Step_2_Click_On_Category,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 2- View Details  jp@gc - Ultimate Thread Group 2-29,,true,,3928,630,7,41,null,0,5008,0
1750675004582,172,02_Step_2_ClickOnCategory,200,,Senario 2- View Details  jp@gc - Ultimate Thread Group 2-29,text,true,,3928,630,7,41,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=FISH,172,0,0
1750675004143,674,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-59,,true,,4987,578,32,41,null,0,0,504
1750675004143,674,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-59,text,true,,4987,578,32,41,https://petstore.octoperf.com/actions/Catalog.action,674,0,504
1750675004204,672,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-47,,true,,5664,525,32,41,null,0,2,504
1750675004205,672,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-47,text,true,,5664,525,32,41,https://petstore.octoperf.com/actions/Catalog.action,672,0,504
1750675004204,674,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-108,,true,,5664,525,32,41,null,0,1,508
1750675004205,674,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-108,text,true,,5664,525,32,41,https://petstore.octoperf.com/actions/Catalog.action,674,0,508
1750675004243,678,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-120,,true,,4986,578,32,42,null,0,0,512
1750675004243,678,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-120,text,true,,4986,578,32,42,https://petstore.octoperf.com/actions/Catalog.action,678,0,512
1750674999965,167,01_Step_2_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-57,,true,,3445,927,34,44,null,0,5097,0
1750675005062,167,01_Step_2_Search,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-57,text,true,,3445,927,34,44,https://petstore.octoperf.com/actions/Catalog.action,167,0,0
1750674999970,170,01_Step_2_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-118,,true,,3442,924,34,44,null,0,5100,0
1750675005070,170,01_Step_2_Search,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-118,text,true,,3442,924,34,44,https://petstore.octoperf.com/actions/Catalog.action,170,0,0
1750675004667,664,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-119,,true,,4986,578,34,44,null,0,1,495
1750675004668,664,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-119,text,true,,4986,578,34,44,https://petstore.octoperf.com/actions/Catalog.action,664,0,495
1750675004680,673,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-58,,true,,4986,578,34,44,null,0,0,503
1750675004680,673,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-58,text,true,,4986,578,34,44,https://petstore.octoperf.com/actions/Catalog.action,673,0,503
1750675004695,672,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-46,,true,,5664,525,34,44,null,0,2,504
1750675004696,672,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-46,text,true,,5664,525,34,44,https://petstore.octoperf.com/actions/Catalog.action,672,0,504
1750675004695,678,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-107,,true,,5664,525,34,44,null,0,1,512
1750675004696,678,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-107,text,true,,5664,525,34,44,https://petstore.octoperf.com/actions/Catalog.action,676,0,512
1750675004896,664,02_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 2- View Details  jp@gc - Ultimate Thread Group 2-23,,true,,5664,525,8,44,null,0,0,496
1750675004896,664,02_Step_1_OpenUrl,200,,Senario 2- View Details  jp@gc - Ultimate Thread Group 2-23,text,true,,5664,525,8,44,https://petstore.octoperf.com/actions/Catalog.action,663,0,496
1750675000455,170,01_Step_2_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-56,,true,,3441,923,34,44,null,0,5020,0
1750675005475,170,01_Step_2_Search,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-56,text,true,,3441,923,34,44,https://petstore.octoperf.com/actions/Catalog.action,170,0,0
1750675000452,167,01_Step_2_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-117,,true,,4081,923,34,44,null,0,5028,0
1750675005480,167,01_Step_2_Search,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-117,text,true,,4081,923,34,44,https://petstore.octoperf.com/actions/Catalog.action,167,0,0
1750675000574,169,02_Step_2_Click_On_Category,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 2- View Details  jp@gc - Ultimate Thread Group 2-28,,true,,4212,630,8,46,null,0,5073,0
1750675005647,169,02_Step_2_ClickOnCategory,200,,Senario 2- View Details  jp@gc - Ultimate Thread Group 2-28,text,true,,4212,630,8,46,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=DOGS,169,0,0
1750675005187,672,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-106,,true,,5664,525,36,46,null,0,0,502
1750675005187,672,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-106,text,true,,5664,525,36,46,https://petstore.octoperf.com/actions/Catalog.action,671,0,502
1750675005187,673,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-45,,true,,5664,525,36,46,null,0,0,506
1750675005187,673,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-45,text,true,,5664,525,36,46,https://petstore.octoperf.com/actions/Catalog.action,673,0,506
1750675005229,666,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-57,,true,,4990,578,36,47,null,0,1,499
1750675005230,666,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-57,text,true,,4990,578,36,47,https://petstore.octoperf.com/actions/Catalog.action,665,0,499
1750675005240,662,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-118,,true,,4987,578,36,47,null,0,1,497
1750675005241,662,01_Step_1_OpenUrl,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-118,text,true,,4987,578,36,47,https://petstore.octoperf.com/actions/Catalog.action,661,0,497
1750675000948,168,01_Step_2_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-55,,true,,3441,923,38,49,null,0,5058,0
1750675006006,168,01_Step_2_Search,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-55,text,true,,3441,923,38,49,https://petstore.octoperf.com/actions/Catalog.action,168,0,0
1750675000950,166,01_Step_2_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-116,,true,,3445,927,38,49,null,0,5074,0
1750675006024,166,01_Step_2_Search,200,,Senario 1 - Search jp@gc - Ultimate Thread Group 1-116,text,true,,3445,927,38,49,https://petstore.octoperf.com/actions/Catalog.action,166,0,0
1750675005645,685,01_Step_1_Open_Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Senario 1 - Search jp@gc - Ultimate Thread Group 1-56,,true,,4986,578,38,49,null,0,1,505
